uc,run,out_of_order
UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,316.75
UC3_P40,run-20251204-094352_uc9_p40_m2000_r10_s256_DIRECT,290.4
UC3_P40,run-20251204-094748_uc9_p40_m2000_r10_s256_DIRECT,309.75
UC3_P40,run-20251204-095143_uc9_p40_m2000_r10_s256_DIRECT,296.575
UC3_P40,run-20251204-095539_uc9_p40_m2000_r10_s256_DIRECT,311.35
UC3_P40,run-20251204-095935_uc9_p40_m2000_r10_s256_DIRECT,312.375
UC3_P40,run-20251204-100331_uc9_p40_m2000_r10_s256_DIRECT,315.025
UC3_P40,run-20251204-100727_uc9_p40_m2000_r10_s256_DIRECT,305.0
UC3_P40,run-20251204-101125_uc9_p40_m2000_r10_s256_DIRECT,294.225
UC3_P40,run-20251204-101521_uc9_p40_m2000_r10_s256_DIRECT,329.525
UC3_P50,run-20251204-103411_uc9_p50_m2000_r10_s256_DIRECT,311.32
UC3_P50,run-20251204-103810_uc9_p50_m2000_r10_s256_DIRECT,312.86
UC3_P50,run-20251204-104210_uc9_p50_m2000_r10_s256_DIRECT,329.42
UC3_P50,run-20251204-104609_uc9_p50_m2000_r10_s256_DIRECT,312.2
UC3_P50,run-20251204-105009_uc9_p50_m2000_r10_s256_DIRECT,325.36
UC3_P50,run-20251204-105411_uc9_p50_m2000_r10_s256_DIRECT,321.22
UC3_P50,run-20251204-105812_uc9_p50_m2000_r10_s256_DIRECT,320.66
UC3_P50,run-20251204-110211_uc9_p50_m2000_r10_s256_DIRECT,309.9
UC3_P50,run-20251204-110612_uc9_p50_m2000_r10_s256_DIRECT,311.42
UC3_P50,run-20251204-111011_uc9_p50_m2000_r10_s256_DIRECT,317.26
UC4_P40,run-20251205-003550_uc10_p40_m2000_r10_s256_RELAY,269.325
UC4_P40,run-20251205-003946_uc10_p40_m2000_r10_s256_RELAY,284.975
UC4_P40,run-20251205-004340_uc10_p40_m2000_r10_s256_RELAY,194.9
UC4_P40,run-20251205-004733_uc10_p40_m2000_r10_s256_RELAY,234.0
UC4_P40,run-20251205-005127_uc10_p40_m2000_r10_s256_RELAY,226.45
UC4_P40,run-20251205-005520_uc10_p40_m2000_r10_s256_RELAY,229.675
UC4_P40,run-20251205-005913_uc10_p40_m2000_r10_s256_RELAY,253.25
UC4_P40,run-20251205-010306_uc10_p40_m2000_r10_s256_RELAY,244.525
UC4_P40,run-20251205-010700_uc10_p40_m2000_r10_s256_RELAY,149.0
UC4_P40,run-20251205-011054_uc10_p40_m2000_r10_s256_RELAY,266.35
UC4_P50,run-20251205-202651_uc10_p50_m2000_r10_s256_RELAY,240.86
UC4_P50,run-20251205-203059_uc10_p50_m2000_r10_s256_RELAY,266.94
UC4_P50,run-20251205-203503_uc10_p50_m2000_r10_s256_RELAY,268.66
UC4_P50,run-20251205-203907_uc10_p50_m2000_r10_s256_RELAY,267.7
UC4_P50,run-20251205-204309_uc10_p50_m2000_r10_s256_RELAY,223.56
UC4_P50,run-20251205-204713_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-205112_uc10_p50_m2000_r10_s256_RELAY,220.08
UC4_P50,run-20251205-205517_uc10_p50_m2000_r10_s256_RELAY,198.86
UC4_P50,run-20251205-205923_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-210321_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-211913_uc10_p50_m2000_r10_s256_RELAY,221.54
UC4_P50,run-20251205-212320_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-212718_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-213115_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-213513_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-213911_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-214307_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-214705_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-215103_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251205-215501_uc10_p50_m2000_r10_s256_RELAY,0.0
