received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,pr_avg_ratio,avg_connected_peers,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms,neighbour_down,neighbour_up,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined
2000,2000,2000,1.0,0.0,0,227,0,0.0,112.0,273.0,408.0,540.0,0.0,1.0,2.0,3.0,3.0,1.0,3.9972512087214622,0,0,,,,6,10,True,770,True,False,peer1,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,129,0,38.0,101.0,308.0,593.0,795.0,0.0,0.0,1.0,3.0,5.0,1.0,3.9443741803603847,0,0,,,,4,7,True,786,True,False,peer10,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,202,0,35.0,123.0,305.0,472.0,636.0,0.0,0.0,2.0,3.0,4.0,1.0,3.9071845657962347,0,0,,,,1,5,True,695,True,False,peer2,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,208,0,34.0,146.0,318.0,490.0,636.0,0.0,0.0,2.0,3.0,4.0,1.0,3.688371022876676,0,0,,,,3,6,True,1750,True,False,peer3,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,160,0,33.0,113.0,305.0,515.0,838.0,0.0,0.0,1.0,3.0,5.0,1.0,2.8583757385971778,414,1,414.0,414.0,414.0,7,10,True,683,True,False,peer4,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1899,1899,2000,0.9495,0.0,0,274,0,78.0,254.0,475.0,690.0,1090.0,1.0,2.0,3.0,4.0,5.0,1.0,2.883203843043063,0,0,,,,0,3,True,10944,True,False,peer5,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1966,1966,2000,0.983,0.0,0,305,0,80.0,257.0,469.0,705.0,908.0,1.0,2.0,3.0,4.0,5.0,1.0,2.8557449794246486,0,0,,,,2,4,True,3898,True,False,peer6,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1997,1997,2000,0.9985,0.0,0,227,0,36.0,149.0,308.0,465.0,573.0,0.0,0.0,2.0,3.0,4.0,1.0,4.909436798565853,0,0,,,,4,8,True,763,True,False,peer7,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1946,1946,2000,0.973,0.0,0,285,0,80.0,256.0,458.0,681.0,856.0,1.0,2.0,3.0,3.0,4.0,1.0,2.849123193472077,0,0,,,,2,4,True,5987,True,False,peer8,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,140,0,30.0,102.0,311.0,525.0,803.0,0.0,0.0,1.0,3.0,5.0,1.0,3.86087491608861,66,1,66.0,66.0,66.0,4,7,True,688,True,False,peer9,UC3_P10,run-20251203-235032_uc9_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,204,0,0.0,109.0,290.0,447.0,1670.0,0.0,1.0,2.0,2.0,3.0,1.0,3.987919326298626,0,0,,,,5,9,True,735,True,False,peer1,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,164,0,35.0,116.0,321.0,505.0,783.0,0.0,0.0,1.0,3.0,4.0,1.0,3.5757551702722767,1158,1,1158.0,1158.0,1158.0,3,6,True,675,True,False,peer10,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,168,0,36.0,110.0,300.0,483.0,1669.0,0.0,0.0,2.0,3.0,4.0,1.0,3.9104992511464647,0,0,,,,2,5,True,665,True,False,peer2,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,135,0,30.0,105.0,312.0,558.0,907.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0002993801894515,0,0,,,,4,7,True,1713,True,False,peer3,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,271,0,42.0,248.0,460.0,673.0,1968.0,0.0,2.0,2.0,3.0,5.0,1.0,3.894360921497736,0,0,,,,3,6,True,1722,True,False,peer4,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1978,1978,2000,0.989,0.0,0,242,0,43.0,390.0,1158.0,6362.0,7683.0,1.0,1.0,2.0,4.0,5.0,1.0,3.636884522176927,0,0,,,,4,5,True,2796,True,False,peer5,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1996,1996,2000,0.998,0.0,0,136,0,34.0,102.0,308.0,500.0,647.0,0.0,0.0,1.0,2.0,5.0,1.0,4.878009623327468,0,0,,,,1,5,True,654,True,False,peer6,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1948,1948,2000,0.974,0.0,0,144,0,30.0,112.0,305.0,523.0,1732.0,0.0,0.0,2.0,3.0,4.0,1.0,3.5692600611551097,0,0,,,,0,4,True,5807,True,False,peer7,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1919,1919,2000,0.9595,0.0,0,244,0,77.0,271.0,504.0,780.0,1719.0,1.0,2.0,3.0,4.0,5.0,1.0,2.5935743165190606,0,0,,,,0,4,True,8637,True,False,peer8,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
1969,1969,2000,0.9845,0.0,0,271,0,36.0,252.0,479.0,699.0,1724.0,1.0,2.0,3.0,4.0,5.0,1.0,3.219447094260889,0,0,,,,1,4,True,3604,True,False,peer9,UC3_P10,run-20251203-235415_uc9_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,213,0,0.0,107.0,245.0,369.0,469.0,0.0,1.0,2.0,2.0,3.0,1.0,3.98797219619306,0,0,,,,4,8,True,808,True,False,peer1,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1943,1943,2000,0.9715,0.0,0,168,0,30.0,127.0,304.0,478.0,674.0,0.0,0.0,2.0,3.0,5.0,1.0,2.5583422380457232,0,0,,,,0,3,True,6260,True,False,peer10,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,216,0,35.0,143.0,306.0,491.0,924.0,0.0,0.0,2.0,3.0,4.0,1.0,3.646590278457872,0,0,,,,1,5,True,711,True,False,peer2,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,126,0,36.0,102.0,303.0,543.0,794.0,0.0,0.0,1.0,3.0,4.0,1.0,3.7234238272677183,722,1,722.0,722.0,722.0,2,5,True,737,True,False,peer3,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,0,0,,,,0,0,False,30001,False,True,peer4,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1949,1949,2000,0.9745,0.0,0,247,0,48.0,246.0,442.0,652.0,913.0,1.0,2.0,3.0,3.0,5.0,1.0,2.486461576665202,0,0,,,,0,4,True,5831,True,False,peer5,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1978,1978,2000,0.989,0.0,0,150,0,33.0,107.0,309.0,510.0,923.0,0.0,0.0,1.0,3.0,4.0,1.0,3.911064501685009,1260,1,1260.0,1260.0,1260.0,1,5,True,2739,True,False,peer6,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,157,0,34.0,106.0,305.0,501.0,836.0,0.0,0.0,2.0,3.0,4.0,1.0,2.8146728422153537,0,0,,,,3,5,True,727,True,False,peer7,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1952,1952,2000,0.976,0.0,0,99,0,35.0,100.0,307.0,519.0,795.0,0.0,0.0,1.0,3.0,4.0,1.0,3.83757583813602,0,0,,,,1,5,True,4638,True,False,peer8,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
1978,1978,2000,0.989,0.0,0,265,0,42.0,246.0,452.0,683.0,1014.0,1.0,2.0,2.0,3.0,4.0,1.0,3.199213636577671,0,0,,,,0,4,True,2720,True,False,peer9,UC3_P10,run-20251203-235759_uc9_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,234,0,0.0,103.0,235.0,338.0,782.0,0.0,1.0,1.0,3.0,4.0,1.0,3.9875625486748776,0,0,,,,6,10,True,736,True,False,peer1,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,143,0,36.0,105.0,325.0,598.0,818.0,0.0,0.0,1.0,3.0,5.0,1.0,3.928455414311734,251,1,251.0,251.0,251.0,3,7,True,1825,True,False,peer10,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
1976,1976,2000,0.988,0.0,0,297,0,80.0,252.0,457.0,671.0,1005.0,1.0,2.0,2.0,4.0,5.0,1.0,3.949612512727684,0,0,,,,1,5,True,2883,True,False,peer2,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
1977,1977,2000,0.9885,0.0,0,313,0,48.0,254.0,485.0,714.0,1093.0,1.0,2.0,3.0,4.0,5.0,1.0,3.3366855484029068,0,0,,,,2,6,True,2840,True,False,peer3,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,212,0,36.0,138.0,319.0,496.0,1161.0,0.0,0.0,2.0,3.0,4.0,1.0,3.9252834382412822,0,0,,,,1,5,True,761,True,False,peer4,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
1971,1971,2000,0.9855,0.0,0,372,0,44.0,324.0,613.0,842.0,1315.0,0.0,1.0,3.0,4.0,6.0,1.0,4.927552336915065,0,0,,,,4,8,True,2786,True,False,peer5,UC3_P10,run-20251204-000143_uc9_p10_m2000_r10_s256_DIRECT,True
